,Diện tích sử dụng,Diện tích đất,Phòng ngủ,Nhà tắm,Pháp lý,Ngày đăng,Mã BĐS,address,price
156,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258906," Vành Đai 2, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 330 triệu
157,,60 m2 (5x14),2.0,2.0,Sổ hồng,18/07/2023,22243031," Chiến Lược, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",2 tỷ 890 triệu
158,70 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22256113," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 530 triệu
159,1 m2,,3.0,,Sổ hồng,18/07/2023,22246377," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",3 tỷ 100 triệu
160,100 m2,52 m2 (5x10),2.0,2.0,Sổ hồng,18/07/2023,22092257," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",4 tỷ 350 triệu
161,74 m2,,2.0,2.0,Sổ hồng,18/07/2023,22254784," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 550 triệu
162,,55 m2 (1x1),2.0,3.0,Sổ hồng,18/07/2023,22263057," An Dương Vương, Phường 4, Quận 5, TPHCM",1 tỷ 525 triệu
163,"101,12 m2","50,66 m2 (3,43x15,03)",3.0,1.0,Sổ hồng,18/07/2023,22245794," Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 300 triệu
164,62 m2,,2.0,2.0,Sổ hồng,18/07/2023,22254846," Nguyễn Chí Thanh, Phường 9, Quận 5, TPHCM",1 tỷ 650 triệu
165,43 m2,"43 m2 (4,5x9,5)",2.0,2.0,Sổ đỏ,18/07/2023,22234522," Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",4 tỷ 550 triệu
166,,"82 m2 (5x16,5)",,,Sổ hồng,18/07/2023,22118241," Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM",5 tỷ 500 triệu
167,1 m2,,3.0,2.0,Sổ hồng,18/07/2023,22254995," Lê Văn Lương, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 729 triệu
168,,48 m2 (4x12),2.0,2.0,Sổ hồng,18/07/2023,22262014," Nguyễn Chí Thanh, Phường 4, Quận 11, TPHCM",1 tỷ 650 triệu
169,,"61,2 m2",3.0,4.0,Sổ hồng,18/07/2023,22248075," Âu Dương Lân, Phường 3, Quận 8, TPHCM",2 tỷ 530 triệu
170,,51 m2 (1x1),3.0,3.0,Sổ hồng,18/07/2023,22247517," Trần Quang Diệu, Phường 14, Quận 3, TPHCM",2 tỷ 15 triệu
171,,"69,75 m2 (4,65x15)",2.0,2.0,Sổ hồng,18/07/2023,22234273," Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",1 tỷ 540 triệu
172,,64 m2 (4x16),3.0,2.0,Sổ hồng,17/07/2023,22174501," Lê Quang Sung, Phường 6, Quận 6, TPHCM",895 triệu
173,,"58 m2 (5x11,6)",3.0,3.0,Sổ hồng,18/07/2023,22247416," Bình Thới, Phường 10, Quận 11, TPHCM",2 tỷ 390 triệu
174,60 m2,,2.0,1.0,Sổ hồng,18/07/2023,22258767," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",1 tỷ 390 triệu
175,69 m2,,2.0,2.0,Sổ hồng,18/07/2023,22241040," Tôn Thất Thuyết, Phường 1, Quận 4, TPHCM",1 tỷ 15 triệu
176,1 m2,,2.0,2.0,Không xác định,18/07/2023,22238454," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",2 tỷ 700 triệu
177,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22240892," Lê Văn Lương, Phường Tân Hưng, Quận 7, TPHCM",2 tỷ 100 triệu
178,,220 m2 (10x22),5.0,5.0,Sổ hồng,18/07/2023,22231078," Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, TPHCM",57 tỷ
179,76 m2,,2.0,2.0,Sổ hồng,18/07/2023,22230563," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 270 triệu
180,,"56 m2 (5x11,2)",3.0,3.0,Sổ hồng,18/07/2023,22256001," Cao Thị Chính, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 470 triệu
181,77 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243843," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",2 tỷ 70 triệu
182,72 m2,,2.0,2.0,Sổ hồng,18/07/2023,22251118," Nguyễn Trãi, Phường 14, Quận 5, TPHCM",1 tỷ 203 triệu
183,95 m2,,3.0,2.0,Sổ hồng,17/07/2023,22258049," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",2 tỷ 70 triệu
184,87 m2,,3.0,2.0,Sổ hồng,18/07/2023,22248636," Tân Hóa, Phường 14, Quận 6, TPHCM",1 tỷ 850 triệu
185,,48 m2 (4x12),3.0,2.0,Sổ hồng,18/07/2023,22241568," Gò Ô Môi, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 980 triệu
186,75 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243683," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 250 triệu
187,1500 m2,240 m2 (10x35),10.0,10.0,Sổ hồng,18/07/2023,22156495," Âu Cơ, Phường 14, Quận Tân Bình, TPHCM",87 tỷ
188,1 m2,,3.0,2.0,Sổ hồng,18/07/2023,22259745," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",1 tỷ 470 triệu
189,74 m2,,2.0,2.0,Sổ hồng,18/07/2023,22238486," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 790 triệu
190,,"45,5 m2 (3,8x12)",4.0,3.0,Sổ hồng,18/07/2023,22197158," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",2 tỷ 93 triệu
191,430 m2,,5.0,4.0,Sổ hồng,18/07/2023,22183853," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",24 tỷ 999 triệu
192,84 m2,"42 m2 (4,2x10)",2.0,2.0,Sổ hồng,18/07/2023,22199651," Đoàn Văn Bơ, Phường 13, Quận 4, TPHCM",1 tỷ 483 triệu
193,,62 m2,2.0,2.0,Sổ hồng,18/07/2023,22251898," Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, TPHCM",1 tỷ 330 triệu
194,,"74 m2 (6x12,3)",2.0,2.0,Sổ hồng,18/07/2023,22167132," Cao Thắng, Phường 2, Quận 3, TPHCM",1 tỷ 805 triệu
195,,72 m2 (6x12),8.0,4.0,Sổ hồng,18/07/2023,22170004," Nguyễn Trãi, Phường 2, Quận 5, TPHCM",12 tỷ 400 triệu
196,"94,5 m2",,2.0,2.0,Sổ hồng,18/07/2023,22253784," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 360 triệu
197,75 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243239," Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 250 triệu
198,300 m2,300 m2 (9x30),1.0,1.0,Sổ hồng,18/07/2023,21793154," Bà Huyện Thanh Quan, Phường 7 (Phường Võ Thị Sáu), Quận 3, TPHCM",78 tỷ
199,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22248500," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",2 tỷ 100 triệu
200,,72 m2 (4x18),3.0,3.0,Sổ hồng,18/07/2023,22247267," Hậu Giang, Phường 12, Quận 6, TPHCM",3 tỷ 190 triệu
201,46 m2,,2.0,1.0,Sổ đỏ,18/07/2023,21212485," Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",660 triệu
202,,"47 m2 (3,5x12)",4.0,2.0,Sổ đỏ,18/07/2023,22111492," Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",9 tỷ 800 triệu
203,,60 m2 (5x14),2.0,2.0,Sổ hồng,18/07/2023,22243061," Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",2 tỷ 690 triệu
204,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258891," Phan Chu Trinh, Phường Hiệp Phú, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 570 triệu
205,60 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22256120," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 420 triệu
206,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22230523," Thành Thái, Phường 14, Quận 10, TPHCM",2 tỷ 129 triệu
207,106 m2,37 m2 (4x10),4.0,3.0,Sổ hồng,18/07/2023,22091310," Nguyễn Trọng Tuyển, Phường 2, Quận Tân Bình, TPHCM",7 tỷ 200 triệu
208,72 m2,,2.0,2.0,Sổ hồng,18/07/2023,22254793," Nam Kỳ Khởi Nghĩa, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",1 tỷ 250 triệu
209,71 m2,,2.0,2.0,Sổ hồng,18/07/2023,22255608," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 790 triệu
210,98 m2,"98 m2 (9,9x10)",9.0,15.0,Sổ đỏ,18/07/2023,22262052," Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",25 tỷ
211,81 m2,,2.0,2.0,Sổ hồng,18/07/2023,22263051," Nguyễn Tất Thành, Phường 18, Quận 4, TPHCM",1 tỷ 975 triệu
212,,88 m2 (4x22),4.0,4.0,Sổ hồng,18/07/2023,22225335," Đường số 9, Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức), TPHCM",7 tỷ 500 triệu
213,,50 m2 (5x10),2.0,2.0,Sổ hồng,18/07/2023,22262012," Bình Thới, Phường 14, Quận 11, TPHCM",1 tỷ 870 triệu
214,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22255043," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1 tỷ 360 triệu
215,70 m2,,2.0,2.0,Sổ hồng,18/07/2023,22263010," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 630 triệu
216,,"50,5 m2",2.0,2.0,Sổ hồng,18/07/2023,22248034," Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 360 triệu
217,49 m2,49 m2 (7x7),2.0,1.0,Sổ hồng,18/07/2023,21948922," Thi Sách, Phường Thắng Tam, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",2 tỷ 400 triệu
218,,60 m2 (1x1),4.0,4.0,Sổ hồng,18/07/2023,22246585," Mễ Cốc, Phường 15, Quận 8, TPHCM",2 tỷ 75 triệu
219,,"54 m2 (4x13,5)",3.0,2.0,Sổ hồng,18/07/2023,22234271," Trịnh Đình Trọng, Phường 5, Quận 11, TPHCM",1 tỷ 970 triệu
220,,64 m2 (4x16),3.0,2.0,Sổ hồng,18/07/2023,22174543," Ngô Gia Tự, Phường 2, Quận 10, TPHCM",1 tỷ 200 triệu
221,,"56 m2 (5x11,2)",4.0,5.0,Sổ hồng,18/07/2023,22247378," Quang Trung, Phường 10, Quận Gò Vấp, TPHCM",2 tỷ 690 triệu
222,60 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258757," Nam Kỳ Khởi Nghĩa, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",1 tỷ 470 triệu
223,90 m2,,3.0,3.0,Sổ hồng,18/07/2023,22241026," Tôn Đản, Phường 13, Quận 4, TPHCM",2 tỷ 115 triệu
224,750 m2,247 m2 (16x16),6.0,6.0,Sổ hồng,18/07/2023,22263050," Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TPHCM",30 tỷ 800 triệu
225,1 m2,,2.0,1.0,Không xác định,18/07/2023,22238442," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",2 tỷ 349 triệu
226,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22240864," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 800 triệu
227,,80 m2 (4x19),4.0,4.0,Sổ hồng,18/07/2023,22231091," Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",50 tỷ
228,63 m2,,2.0,2.0,Sổ hồng,18/07/2023,22230574," Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 140 triệu
229,,"62 m2 (5x12,4)",4.0,4.0,Sổ hồng,18/07/2023,22256016," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",2 tỷ 340 triệu
230,71 m2,,3.0,2.0,Sổ hồng,18/07/2023,22251136," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",1 tỷ 742 triệu
231,71 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243837," Đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 650 triệu
232,,68 m2,2.0,2.0,Sổ hồng,18/07/2023,22258037," Ngô Chí Quốc, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 720 triệu
233,,"58,5 m2 (4,5x13)",2.0,2.0,Sổ hồng,18/07/2023,22241380," Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 880 triệu
234,86 m2,,2.0,2.0,Sổ hồng,18/07/2023,22248625," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 815 triệu
235,86 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243686," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 195 triệu
236,1800 m2,522 m2 (15x35),6.0,6.0,Không xác định,18/07/2023,22179200," Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, TPHCM",75 tỷ
237,1 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22259790," Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận, TPHCM",1 tỷ 760 triệu
238,61 m2,,2.0,2.0,Sổ hồng,18/07/2023,22238467," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 540 triệu
239,,"56 m2 (5x11,2)",2.0,2.0,Sổ hồng,18/07/2023,22197181," Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 820 triệu
240,112 m2,,3.0,2.0,Sổ hồng,18/07/2023,22179021," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5 tỷ
241,"170,1 m2","56,7 m2 (4,5x12,6)",4.0,3.0,Sổ hồng,18/07/2023,22206817," Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",2 tỷ 213 triệu
242,,50 m2,2.0,2.0,Sổ hồng,18/07/2023,22248961," Vĩnh Viễn, Phường 5, Quận 10, TPHCM",1 tỷ 730 triệu
243,"53,7 m2",,2.0,1.0,Sổ hồng,18/07/2023,22167257," Hùng Vương, Phường 12, Quận 5, TPHCM",1 tỷ 575 triệu
244,,64 m2 (4x10),3.0,2.0,Sổ hồng,18/07/2023,22158838," Trần Quốc Toản, Phường 7 (Phường Võ Thị Sáu), Quận 3, TPHCM",6 tỷ 390 triệu
245,70 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22253777," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",2 tỷ 320 triệu
246,83 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243231," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",1 tỷ 860 triệu
247,,262 m2 (13x17),1.0,1.0,Sổ hồng,18/07/2023,21793172," Kỳ Đồng, Phường 9, Quận 3, TPHCM",33 tỷ
248,1 m2,,3.0,3.0,Hợp đồng mua bán,18/07/2023,22248553," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",2 tỷ 100 triệu
249,,60 m2 (5x14),2.0,2.0,Sổ hồng,18/07/2023,22247244," Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 160 triệu
250,44 m2,,2.0,1.0,Sổ đỏ,18/07/2023,21234525," Hoàng Diệu, Phường Cống Vị, Quận Ba Đình, Hà Nội",940 triệu
251,,53 m2 (5x9),4.0,4.0,Sổ đỏ,18/07/2023,22123721," Trần Khát Chân, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",14 tỷ 500 triệu
252,"53,6 m2",,2.0,1.0,Sổ hồng,18/07/2023,22243088," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",2 tỷ 870 triệu
253,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258895," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 930 triệu
254,70 m2,,2.0,2.0,Sổ hồng,18/07/2023,22256124," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 270 triệu
255,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22230507," Lê Văn Lương, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 800 triệu
256,180 m2,51 m2 (5x10),2.0,2.0,Sổ hồng,18/07/2023,22091301," Âu Cơ, Phường 10, Quận Tân Bình, TPHCM",5 tỷ 900 triệu
257,108 m2,,3.0,2.0,Sổ hồng,18/07/2023,22254835," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 760 triệu
258,156 m2,,4.0,4.0,Sổ hồng,18/07/2023,22161954," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",4 tỷ 350 triệu
259,65 m2,,2.0,2.0,Sổ hồng,18/07/2023,22257077," Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, TPHCM",1 tỷ 540 triệu
260,91 m2,"91 m2 (5x18,2)",21.0,21.0,Sổ đỏ,18/07/2023,22262023," Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",19 tỷ 300 triệu
261,,163 m2 (7x21),3.0,3.0,Sổ hồng,18/07/2023,21582769," Hoàng Hữu Nam, Phường Tân Phú, Quận 9 (TP. Thủ Đức), TPHCM",18 tỷ 500 triệu
262,,60 m2 (5x12),2.0,2.0,Sổ hồng,18/07/2023,22262008," Bình Thới, Phường 14, Quận 11, TPHCM",1 tỷ 980 triệu
263,1 m2,,3.0,2.0,Hợp đồng mua bán,18/07/2023,22255064," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 389 triệu
264,93 m2,,3.0,2.0,Sổ hồng,18/07/2023,22263022," Võ Văn Kiệt, Phường 6, Quận 8, TPHCM",1 tỷ 780 triệu
265,,63 m2,4.0,4.0,Sổ hồng,18/07/2023,22248017," Trần Não, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 890 triệu
266,100 m2,"100 m2 (6,5x16)",3.0,2.0,Sổ hồng,18/07/2023,21963705," Đường 30 Tháng 4, Phường Rạch Dừa, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",4 tỷ 200 triệu
267,,57 m2 (1x1),3.0,3.0,Sổ hồng,18/07/2023,22247666," Xóm Chiếu, Phường 16, Quận 4, TPHCM",2 tỷ 520 triệu
268,,"40,8 m2 (4x10,2)",2.0,2.0,Sổ hồng,18/07/2023,22234269," Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, TPHCM",2 tỷ 160 triệu
269,,"56 m2 (5x11,2)",4.0,4.0,Sổ hồng,18/07/2023,22247353," Thành Thái, Phường 15, Quận 10, TPHCM",3 tỷ 70 triệu
270,,64 m2 (4x15),3.0,2.0,Sổ hồng,18/07/2023,22174935," Nguyễn Trường Tộ, Phường 13, Quận 4, TPHCM",965 triệu
271,99 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258745," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1 tỷ 150 triệu
272,,53 m2 (1x1),3.0,3.0,Sổ hồng,18/07/2023,22240970," Lâm văn Bền, Phường Tân Kiểng, Quận 7, TPHCM",2 tỷ 125 triệu
273,1 m2,,3.0,2.0,Không xác định,18/07/2023,22238429," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",2 tỷ 569 triệu
274,1 m2,,2.0,2.0,Không xác định,18/07/2023,22240882," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",1 tỷ 970 triệu
275,68 m2,,2.0,2.0,Sổ hồng,18/07/2023,22230583," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",1 tỷ 450 triệu
276,,368 m2 (4x23),3.0,4.0,Sổ hồng,18/07/2023,22231070," Ký Con, Phường Nguyễn Thái Bình, Quận 1, TPHCM",39 tỷ
277,,"56 m2 (5x11,2)",3.0,3.0,Sổ hồng,18/07/2023,22256029," Đào Duy Anh, Phường 9, Quận Phú Nhuận, TPHCM",1 tỷ 630 triệu
278,500 m2,248 m2 (6x42),6.0,6.0,Sổ hồng,18/07/2023,22040557," Thành Thái, Phường 14, Quận 10, TPHCM",33 tỷ
279,,45 m2 (4x12),6.0,6.0,Sổ hồng,18/07/2023,22263008," Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TPHCM",5 tỷ 750 triệu
280,70 m2,,3.0,2.0,Sổ hồng,18/07/2023,22251152," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",1 tỷ 654 triệu
281,65 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243824," Lý Chiêu Hoàng, Phường 10, Quận 6, TPHCM",1 tỷ 250 triệu
282,,"51,6 m2",4.0,3.0,Sổ hồng,18/07/2023,22258033," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 850 triệu
283,70 m2,,2.0,2.0,Sổ hồng,18/07/2023,22253948," Nam Kỳ Khởi Nghĩa, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",1 tỷ 150 triệu
284,,56 m2 (4x14),2.0,2.0,Sổ hồng,18/07/2023,22237946," Nguyễn Thị Thập, Phường Tân Quy, Quận 7, TPHCM",2 tỷ 850 triệu
285,,51 m2,4.0,3.0,Sổ hồng,18/07/2023,22263030," Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",2 tỷ 375 triệu
286,640 m2,149 m2 (15x15),6.0,6.0,Sổ hồng,18/07/2023,22156402," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",45 tỷ
287,83 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243688," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",1 tỷ 825 triệu
288,1 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22259792," Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",1 tỷ 650 triệu
289,"77,5 m2",,2.0,2.0,Sổ hồng,18/07/2023,22238446," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",1 tỷ 270 triệu
290,,55 m2 (5x11),2.0,2.0,Sổ hồng,18/07/2023,22197177," Bà Hom, Phường 13, Quận 6, TPHCM",1 tỷ 490 triệu
291,168 m2,52 m2 (4x12),4.0,5.0,Sổ hồng,18/07/2023,22081976," Tỉnh Lộ 10, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",6 tỷ 899 triệu
292,124 m2,,3.0,2.0,Sổ hồng,18/07/2023,22174296," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5 tỷ 800 triệu
293,104 m2,"52 m2 (4,2x12,3)",2.0,2.0,Sổ hồng,18/07/2023,22180358," Bình Phú, Phường 10, Quận 6, TPHCM",2 tỷ 55 triệu
294,,58 m2,2.0,2.0,Sổ hồng,18/07/2023,22248966," Lãnh Binh Thăng, Phường 13, Quận 11, TPHCM",1 tỷ 690 triệu
295,86 m2,,2.0,2.0,Sổ hồng,18/07/2023,22167255," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",2 tỷ 250 triệu
296,73 m2,,2.0,2.0,Giấy tờ hợp lệ,18/07/2023,22253767," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 750 triệu
297,89 m2,,3.0,3.0,Sổ hồng,18/07/2023,22243209," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 520 triệu
298,,130 m2 (7x20),6.0,6.0,Sổ hồng,18/07/2023,21793179," Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, TPHCM",39 tỷ 999 triệu
299,,"58,5 m2 (4,5x13)",3.0,2.0,Sổ hồng,18/07/2023,22247225," Lãnh Binh Thăng, Phường 13, Quận 11, TPHCM",2 tỷ 790 triệu
300,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22248724," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",2 tỷ 390 triệu
301,50 m2,,2.0,1.0,Sổ đỏ,18/07/2023,21729698," Đỗ Nhuận, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",620 triệu
302,107 m2,,2.0,2.0,Sổ hồng,18/07/2023,22243169," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",2 tỷ 890 triệu
303,1 m2,,2.0,2.0,Sổ hồng,18/07/2023,22258885," Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 60 triệu
304,65 m2,,2.0,2.0,Sổ hồng,18/07/2023,22256132," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",1 tỷ 360 triệu
305,1 m2,,2.0,,Sổ hồng,18/07/2023,22230514," Đường D4, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 989 triệu
306,60 m2,40 m2 (4x10),3.0,2.0,Sổ hồng,18/07/2023,22091299," Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM",3 tỷ 399 triệu
307,76 m2,,2.0,2.0,Sổ hồng,18/07/2023,22254826," Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 280 triệu
308,,59 m2,3.0,2.0,Sổ hồng,18/07/2023,22255846," Lữ Gia, Phường 15, Quận 11, TPHCM",1 tỷ 470 triệu
309,68 m2,"68 m2 (5x13,6)",6.0,5.0,Sổ đỏ,18/07/2023,22260659," Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",7 tỷ 800 triệu
310,,"105 m2 (4,2x24,5)",,,Sổ hồng,18/07/2023,21813724," Phan Đạt Đức, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), TPHCM",5 tỷ 700 triệu
311,,50 m2 (5x10),2.0,2.0,Sổ hồng,18/07/2023,22262005," Thái Phiên, Phường 8, Quận 11, TPHCM",1 tỷ 870 triệu
312,1 m2,,3.0,2.0,Hợp đồng mua bán,18/07/2023,22255080," Cao Lỗ, Phường 4, Quận 8, TPHCM",2 tỷ 230 triệu
313,100 m2,,3.0,2.0,Sổ hồng,18/07/2023,22263032," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",2 tỷ 370 triệu
314,95 m2,,2.0,2.0,Sổ hồng,18/07/2023,22248004," Lê Đại Hành, Phường 15, Quận 11, TPHCM",2 tỷ 510 triệu
